,sample_date,tank,wattage,avg_daily_temp
132,2018-07-22,2,200,25.74875
133,2018-07-23,2,200,27.32777778
134,2018-07-24,2,200,27.88909722
135,2018-07-25,2,200,28.2725
136,2018-07-26,2,200,27.92770833
137,2018-07-27,2,200,28.15576389
138,2018-07-28,2,200,27.84270833
139,2018-07-29,2,200,28.185625
140,2018-07-30,2,200,29.00784722
141,2018-07-31,2,200,28.2725
142,2018-08-01,2,200,25.70951389
143,2018-08-02,2,200,24.94118056
144,2018-08-03,2,200,24.73756944
145,2018-08-04,2,200,25.30208333
146,2018-08-05,2,200,26.49291667
147,2018-05-25,3,0,24.11953846
148,2018-05-26,3,0,21.22298611
149,2018-05-27,3,0,21.94597222
150,2018-05-28,3,0,22.85298611
151,2018-05-29,3,0,20.995
152,2018-05-30,3,0,19.69895833
153,2018-05-31,3,0,20.12986111
154,2018-06-01,3,0,18.63229167
155,2018-06-02,3,0,19.4825
156,2018-06-03,3,0,19.51152778
157,2018-06-04,3,0,20.34756944
158,2018-06-05,3,0,19.16381944
159,2018-06-06,3,0,19.29013889
160,2018-06-07,3,0,18.68888889
161,2018-06-08,3,0,16.86236111
162,2018-06-09,3,0,18.52090278
163,2018-06-10,3,0,20.05666667
164,2018-06-11,3,0,20.54597222
165,2018-06-12,3,0,18.99770833
166,2018-06-13,3,0,17.92138889
167,2018-06-14,3,0,19.95930556
168,2018-06-15,3,0,21.76784722
169,2018-06-16,3,0,22.21090278
170,2018-06-17,3,0,23.30201389
171,2018-06-18,3,0,25.00131944
172,2018-06-19,3,0,26.11326389
173,2018-06-20,3,0,26.39729167
174,2018-06-21,3,0,24.84916667
175,2018-06-22,3,0,22.60930556
176,2018-06-23,3,0,22.98513889
177,2018-06-24,3,0,22.36277778
178,2018-06-25,3,0,21.60388889
179,2018-06-26,3,0,22.82458333
180,2018-06-27,3,0,22.93604167
181,2018-06-28,3,0,21.53090278
182,2018-06-29,3,0,19.95597222
183,2018-06-30,3,0,19.18680556
184,2018-07-01,3,0,21.02138889
185,2018-07-02,3,0,20.85069444
186,2018-07-03,3,0,22.27131944
187,2018-07-04,3,0,23.276875
188,2018-07-05,3,0,24.81493056
189,2018-07-06,3,0,24.03298611
190,2018-07-07,3,0,23.12902778
191,2018-07-08,3,0,22.99034722
192,2018-07-09,3,0,21.88333333
193,2018-07-10,3,0,21.01458333
194,2018-07-11,3,0,22.783125
195,2018-07-12,3,0,24.22333333
196,2018-07-13,3,0,23.59951389
197,2018-07-14,3,0,22.90131944
198,2018-07-15,3,0,24.34090278
199,2018-07-16,3,0,25.00125
200,2018-07-17,3,0,25.91930556
201,2018-07-18,3,0,25.67777778
202,2018-07-19,3,0,23.334375
203,2018-07-20,3,0,23.30631944
204,2018-07-21,3,0,23.25659722
205,2018-07-22,3,0,24.17930556
206,2018-07-23,3,0,25.66597222
207,2018-07-24,3,0,26.19076389
208,2018-07-25,3,0,26.61215278
209,2018-07-26,3,0,26.64284722
210,2018-07-27,3,0,26.57777778
211,2018-07-28,3,0,26.325625
212,2018-07-29,3,0,26.51305556
213,2018-07-30,3,0,27.19708333
214,2018-07-31,3,0,26.69423611
215,2018-08-01,3,0,24.26472222
216,2018-08-02,3,0,23.34256944
217,2018-08-03,3,0,23.37618056
218,2018-08-04,3,0,23.66020833
219,2018-08-05,3,0,24.6275
220,2018-05-25,4,300,24.66446154
221,2018-05-26,4,300,22.30409722
222,2018-05-27,4,300,23.78340278
223,2018-05-28,4,300,25.10347222
224,2018-05-29,4,300,22.70118056
225,2018-05-30,4,300,21.40534722
226,2018-05-31,4,300,22.23770833
227,2018-06-01,4,300,20.63013889
228,2018-06-02,4,300,22.01048611
229,2018-06-03,4,300,22.05027778
230,2018-06-04,4,300,22.69916667
231,2018-06-05,4,300,21.43694444
232,2018-06-06,4,300,21.62201389
233,2018-06-07,4,300,20.655625
234,2018-06-08,4,300,19.18229167
235,2018-06-09,4,300,21.27638889
236,2018-06-10,4,300,22.34590278
237,2018-06-11,4,300,22.90361111
238,2018-06-12,4,300,21.29652778
239,2018-06-13,4,300,20.60798611
240,2018-06-14,4,300,22.53083333
241,2018-06-15,4,300,23.88034722
242,2018-06-16,4,300,24.18840278
243,2018-06-17,4,300,25.51548611
244,2018-06-18,4,300,27.49375
245,2018-06-19,4,300,28.42076389
246,2018-06-20,4,300,28.63805556
247,2018-06-21,4,300,26.78666667
248,2018-06-22,4,300,24.71652778
249,2018-06-23,4,300,25.34416667
250,2018-06-24,4,300,24.39847222
251,2018-06-25,4,300,23.65347222
252,2018-06-26,4,300,24.91625
253,2018-06-27,4,300,25.15625
254,2018-06-28,4,300,23.25194444
255,2018-06-29,4,300,22.02298611
256,2018-06-30,4,300,21.48
257,2018-07-01,4,300,23.70666667
258,2018-07-02,4,300,22.85125
259,2018-07-03,4,300,24.67395833
260,2018-07-04,4,300,25.598125
261,2018-07-05,4,300,26.84604167
262,2018-07-06,4,300,25.80034722
263,2018-07-07,4,300,25.11722222
264,2018-07-08,4,300,24.93652778
265,2018-07-09,4,300,24.04673611
266,2018-07-10,4,300,23.50638889
267,2018-07-11,4,300,25.27055556
268,2018-07-12,4,300,25.97131944
269,2018-07-13,4,300,25.04916667
270,2018-07-14,4,300,23.85305556
271,2018-07-15,4,300,25.95388889
272,2018-07-16,4,300,26.63083333
273,2018-07-17,4,300,28.00513889
274,2018-07-18,4,300,27.471875
275,2018-07-19,4,300,25.14916667
276,2018-07-20,4,300,25.10465278
277,2018-07-21,4,300,25.34180556
278,2018-07-22,4,300,26.70236111
279,2018-07-23,4,300,28.25909722
280,2018-07-24,4,300,28.73451389
281,2018-07-25,4,300,29.05361111
282,2018-07-26,4,300,28.55833333
283,2018-07-27,4,300,28.82305556
284,2018-07-28,4,300,28.45625
285,2018-07-29,4,300,28.89159722
286,2018-07-30,4,300,29.74430556
287,2018-07-31,4,300,28.94125
288,2018-08-01,4,300,26.5125
289,2018-08-02,4,300,25.77916667
290,2018-08-03,4,300,25.48722222
291,2018-08-04,4,300,26.17569444
292,2018-08-05,4,300,27.375
293,2018-05-25,5,200,25.01753846
294,2018-05-26,5,200,22.39368056
295,2018-05-27,5,200,23.58625
296,2018-05-28,5,200,24.74305556
297,2018-05-29,5,200,22.42409722
298,2018-05-30,5,200,21.22041667
299,2018-05-31,5,200,21.81166667
300,2018-06-01,5,200,20.17104167
301,2018-06-02,5,200,21.33756944
302,2018-06-03,5,200,21.33118056
303,2018-06-04,5,200,22.28861111
304,2018-06-05,5,200,20.82284722
305,2018-06-06,5,200,21.00118056
306,2018-06-07,5,200,20.08284722
307,2018-06-08,5,200,18.43465278
308,2018-06-09,5,200,20.50527778
309,2018-06-10,5,200,21.800625
310,2018-06-11,5,200,22.30854167
311,2018-06-12,5,200,20.64548611
312,2018-06-13,5,200,19.81319444
313,2018-06-14,5,200,21.83798611
314,2018-06-15,5,200,23.433125
315,2018-06-16,5,200,23.70736111
316,2018-06-17,5,200,24.98541667
317,2018-06-18,5,200,26.94805556
318,2018-06-19,5,200,27.98493056
319,2018-06-20,5,200,28.12430556
320,2018-06-21,5,200,26.24527778
321,2018-06-22,5,200,24.00756944
322,2018-06-23,5,200,24.64513889
323,2018-06-24,5,200,23.83583333
324,2018-06-25,5,200,23.16638889
325,2018-06-26,5,200,24.42375
326,2018-06-27,5,200,24.57416667
327,2018-06-28,5,200,22.75173611
328,2018-06-29,5,200,21.36493056
329,2018-06-30,5,200,20.74881944
330,2018-07-01,5,200,22.89298611
331,2018-07-02,5,200,22.28826389
332,2018-07-03,5,200,24.06083333
333,2018-07-04,5,200,24.96888889
334,2018-07-05,5,200,26.25618056
335,2018-07-06,5,200,25.21048611
336,2018-07-07,5,200,24.59958333
337,2018-07-08,5,200,24.45923611
338,2018-07-09,5,200,23.44236111
339,2018-07-10,5,200,22.85548611
340,2018-07-11,5,200,24.60527778
341,2018-07-12,5,200,25.52201389
342,2018-07-13,5,200,24.70777778
343,2018-07-14,5,200,23.62736111
344,2018-07-15,5,200,25.54722222
345,2018-07-16,5,200,26.19229167
346,2018-07-17,5,200,27.39402778
347,2018-07-18,5,200,26.88972222
348,2018-07-19,5,200,24.56819444
349,2018-07-20,5,200,24.62118056
350,2018-07-21,5,200,24.80048611
351,2018-07-22,5,200,26.040625
352,2018-07-23,5,200,27.61548611
353,2018-07-24,5,200,28.10784722
354,2018-07-25,5,200,28.49277778
355,2018-07-26,5,200,28.10222222
356,2018-07-27,5,200,28.20659722
357,2018-07-28,5,200,27.88222222
358,2018-07-29,5,200,28.21118056
359,2018-07-30,5,200,29.03840278
360,2018-07-31,5,200,28.21486111
361,2018-08-01,5,200,25.71958333
362,2018-08-02,5,200,24.93201389
363,2018-08-03,5,200,24.82034722
364,2018-08-04,5,200,25.43222222
365,2018-08-05,5,200,26.56493056
366,2018-05-25,6,300,24.39753846
367,2018-05-26,6,300,22.323125
368,2018-05-27,6,300,23.76881944
369,2018-05-28,6,300,25.02652778
370,2018-05-29,6,300,22.72618056
371,2018-05-30,6,300,21.53625
372,2018-05-31,6,300,22.22527778
373,2018-06-01,6,300,20.67486111
374,2018-06-02,6,300,21.93784722
375,2018-06-03,6,300,22.00083333
376,2018-06-04,6,300,22.74465278
377,2018-06-05,6,300,21.41069444
378,2018-06-06,6,300,21.54340278
379,2018-06-07,6,300,20.57743056
380,2018-06-08,6,300,19.10520833
381,2018-06-09,6,300,21.10777778
382,2018-06-10,6,300,22.25423611
383,2018-06-11,6,300,22.76298611
384,2018-06-12,6,300,21.195
385,2018-06-13,6,300,20.41194444
386,2018-06-14,6,300,22.36916667
387,2018-06-15,6,300,23.7925
388,2018-06-16,6,300,24.00666667
389,2018-06-17,6,300,25.35958333
390,2018-06-18,6,300,27.42347222
391,2018-06-19,6,300,28.43388889
392,2018-06-20,6,300,28.68104167
393,2018-06-21,6,300,26.80104167
394,2018-06-22,6,300,24.71090278
395,2018-06-23,6,300,25.34104167
396,2018-06-24,6,300,24.48305556
397,2018-06-25,6,300,23.75791667
398,2018-06-26,6,300,24.96236111
399,2018-06-27,6,300,25.22527778
400,2018-06-28,6,300,23.36111111
401,2018-06-29,6,300,22.14645833
402,2018-06-30,6,300,21.59388889
403,2018-07-01,6,300,23.76041667
404,2018-07-02,6,300,22.87833333
405,2018-07-03,6,300,24.74784722
406,2018-07-04,6,300,25.7175
407,2018-07-05,6,300,26.93958333
408,2018-07-06,6,300,25.82395833
409,2018-07-07,6,300,25.05805556
410,2018-07-08,6,300,24.8975
411,2018-07-09,6,300,23.976875
412,2018-07-10,6,300,23.38736111
413,2018-07-11,6,300,25.21409722
414,2018-07-12,6,300,25.96555556
415,2018-07-13,6,300,25.029375
416,2018-07-14,6,300,23.81659722
417,2018-07-15,6,300,25.88673611
418,2018-07-16,6,300,26.50104167
419,2018-07-17,6,300,27.80819444
420,2018-07-18,6,300,27.32125
421,2018-07-19,6,300,25.13729167
422,2018-07-20,6,300,25.00256944
423,2018-07-21,6,300,25.165
424,2018-07-22,6,300,26.44215278
425,2018-07-23,6,300,27.98555556
426,2018-07-24,6,300,28.52590278
427,2018-07-25,6,300,28.85805556
428,2018-07-26,6,300,28.33361111
429,2018-07-27,6,300,28.69006944
430,2018-07-28,6,300,28.36694444
431,2018-07-29,6,300,28.78368056
432,2018-07-30,6,300,29.65979167
433,2018-07-31,6,300,28.87513889
434,2018-08-01,6,300,26.49694444
435,2018-08-02,6,300,25.74944444
436,2018-08-03,6,300,25.42208333
437,2018-08-04,6,300,26.07472222
438,2018-08-05,6,300,27.2725
439,2018-05-25,7,100,24.88081967
440,2018-05-26,7,100,21.90194444
441,2018-05-27,7,100,22.87833333
442,2018-05-28,7,100,23.88145833
443,2018-05-29,7,100,21.82486111
444,2018-05-30,7,100,20.47118056
445,2018-05-31,7,100,20.95375
446,2018-06-01,7,100,19.32215278
447,2018-06-02,7,100,20.45333333
448,2018-06-03,7,100,20.44895833
449,2018-06-04,7,100,21.32541667
450,2018-06-05,7,100,19.89006944
451,2018-06-06,7,100,20.12083333
452,2018-06-07,7,100,19.3625
453,2018-06-08,7,100,17.57902778
454,2018-06-09,7,100,19.48416667
455,2018-06-10,7,100,20.89479167
456,2018-06-11,7,100,21.41618056
457,2018-06-12,7,100,19.75118056
458,2018-06-13,7,100,18.92076389
459,2018-06-14,7,100,21.01465278
460,2018-06-15,7,100,22.72166667
461,2018-06-16,7,100,23.03847222
462,2018-06-17,7,100,24.27243056
463,2018-06-18,7,100,26.1425
464,2018-06-19,7,100,27.05520833
465,2018-06-20,7,100,27.24895833
466,2018-06-21,7,100,25.40666667
467,2018-06-22,7,100,23.084375
468,2018-06-23,7,100,23.72055556
469,2018-06-24,7,100,22.99972222
470,2018-06-25,7,100,22.35770833
471,2018-06-26,7,100,23.59083333
472,2018-06-27,7,100,23.738125
473,2018-06-28,7,100,22.14430556
474,2018-06-29,7,100,20.63902778
475,2018-06-30,7,100,19.92944444
476,2018-07-01,7,100,22.00381944
477,2018-07-02,7,100,21.58881944
478,2018-07-03,7,100,23.17819444
479,2018-07-04,7,100,24.25638889
480,2018-07-05,7,100,25.70284722
481,2018-07-06,7,100,24.68166667
482,2018-07-07,7,100,23.89145833
483,2018-07-08,7,100,23.81493056
484,2018-07-09,7,100,22.690625
485,2018-07-10,7,100,21.90326389
486,2018-07-11,7,100,23.77708333
487,2018-07-12,7,100,24.95902778
488,2018-07-13,7,100,24.1475
489,2018-07-14,7,100,23.27208333
490,2018-07-15,7,100,24.995
491,2018-07-16,7,100,25.635
492,2018-07-17,7,100,26.63402778
493,2018-07-18,7,100,26.14576389
494,2018-07-19,7,100,23.67333333
495,2018-07-20,7,100,23.63402778
496,2018-07-21,7,100,23.69930556
497,2018-07-22,7,100,24.78861111
498,2018-07-23,7,100,26.28131944
499,2018-07-24,7,100,26.76805556
500,2018-07-25,7,100,27.13125
501,2018-07-26,7,100,26.97472222
502,2018-07-27,7,100,27.07222222
503,2018-07-28,7,100,26.84534722
504,2018-07-29,7,100,27.1325
505,2018-07-30,7,100,27.97888889
506,2018-07-31,7,100,27.29861111
507,2018-08-01,7,100,24.82243056
508,2018-08-02,7,100,23.95861111
509,2018-08-03,7,100,23.86180556
510,2018-08-04,7,100,24.25138889
511,2018-08-05,7,100,25.30583333
512,2018-05-25,8,0,24.19442623
513,2018-05-26,8,0,21.08444444
514,2018-05-27,8,0,21.76444444
515,2018-05-28,8,0,22.76902778
516,2018-05-29,8,0,20.83048611
517,2018-05-30,8,0,19.64451389
518,2018-05-31,8,0,20.13868056
519,2018-06-01,8,0,18.54743056
520,2018-06-02,8,0,19.52451389
521,2018-06-03,8,0,19.49555556
522,2018-06-04,8,0,20.30222222
523,2018-06-05,8,0,19.09326389
524,2018-06-06,8,0,19.25625
525,2018-06-07,8,0,18.62166667
526,2018-06-08,8,0,16.79270833
527,2018-06-09,8,0,18.44694444
528,2018-06-10,8,0,19.89743056
529,2018-06-11,8,0,20.458125
530,2018-06-12,8,0,18.85756944
531,2018-06-13,8,0,17.92423611
532,2018-06-14,8,0,19.99284722
533,2018-06-15,8,0,21.72159722
534,2018-06-16,8,0,22.10618056
535,2018-06-17,8,0,23.21354167
536,2018-06-18,8,0,24.94868056
537,2018-06-19,8,0,25.92284722
538,2018-06-20,8,0,26.16527778
539,2018-06-21,8,0,24.53027778
540,2018-06-22,8,0,22.39722222
541,2018-06-23,8,0,22.82930556
542,2018-06-24,8,0,22.17319444
543,2018-06-25,8,0,21.505625
544,2018-06-26,8,0,22.68458333
545,2018-06-27,8,0,22.851875
546,2018-06-28,8,0,21.41298611
547,2018-06-29,8,0,19.86305556
548,2018-06-30,8,0,19.12909722
549,2018-07-01,8,0,21.05298611
550,2018-07-02,8,0,20.66944444
551,2018-07-03,8,0,22.08958333
552,2018-07-04,8,0,23.16
553,2018-07-05,8,0,24.67958333
554,2018-07-06,8,0,23.83423611
555,2018-07-07,8,0,23.03791667
556,2018-07-08,8,0,22.83618056
557,2018-07-09,8,0,21.79868056
558,2018-07-10,8,0,20.91576389
559,2018-07-11,8,0,22.57416667
560,2018-07-12,8,0,24.143125
561,2018-07-13,8,0,23.37145833
562,2018-07-14,8,0,22.64652778
563,2018-07-15,8,0,24.13166667
564,2018-07-16,8,0,24.73743056
565,2018-07-17,8,0,25.62680556
566,2018-07-18,8,0,25.47513889
567,2018-07-19,8,0,23.08076389
568,2018-07-20,8,0,23.07104167
569,2018-07-21,8,0,22.87694444
570,2018-07-22,8,0,23.83340278
571,2018-07-23,8,0,25.31326389
572,2018-07-24,8,0,25.89027778
573,2018-07-25,8,0,26.31625
574,2018-07-26,8,0,26.36173611
575,2018-07-27,8,0,26.37979167
576,2018-07-28,8,0,26.17701389
577,2018-07-29,8,0,26.36923611
578,2018-07-30,8,0,27.08902778
579,2018-07-31,8,0,26.51458333
580,2018-08-01,8,0,24.20284722
581,2018-08-02,8,0,23.41166667
582,2018-08-03,8,0,23.34986111
583,2018-08-04,8,0,23.71416667
584,2018-08-05,8,0,24.64680556
585,2018-05-25,9,0,23.96508197
586,2018-05-26,9,0,20.91090278
587,2018-05-27,9,0,21.63180556
588,2018-05-28,9,0,22.51131944
589,2018-05-29,9,0,20.659375
590,2018-05-30,9,0,19.43909722
591,2018-05-31,9,0,19.79152778
592,2018-06-01,9,0,18.20368056
593,2018-06-02,9,0,19.23611111
594,2018-06-03,9,0,19.21979167
595,2018-06-04,9,0,20.02388889
596,2018-06-05,9,0,18.72409722
597,2018-06-06,9,0,19.04236111
598,2018-06-07,9,0,18.45270833
599,2018-06-08,9,0,16.64326389
600,2018-06-09,9,0,18.23833333
601,2018-06-10,9,0,19.56180556
602,2018-06-11,9,0,20.04333333
603,2018-06-12,9,0,18.46993056
604,2018-06-13,9,0,17.61569444
605,2018-06-14,9,0,19.68055556
606,2018-06-15,9,0,21.30826389
607,2018-06-16,9,0,21.76472222
608,2018-06-17,9,0,22.85819444
609,2018-06-18,9,0,24.58208333
610,2018-06-19,9,0,25.690625
611,2018-06-20,9,0,25.93916667
612,2018-06-21,9,0,24.32541667
613,2018-06-22,9,0,22.091875
614,2018-06-23,9,0,22.69375
615,2018-06-24,9,0,21.90972222
616,2018-06-25,9,0,21.37923611
617,2018-06-26,9,0,22.47270833
618,2018-06-27,9,0,22.61229167
619,2018-06-28,9,0,21.35604167
620,2018-06-29,9,0,19.78277778
621,2018-06-30,9,0,19.05201389
622,2018-07-01,9,0,21.02416667
623,2018-07-02,9,0,20.64416667
624,2018-07-03,9,0,21.843125
625,2018-07-04,9,0,22.83694444
626,2018-07-05,9,0,24.5275
627,2018-07-06,9,0,23.67875
628,2018-07-07,9,0,22.92659722
629,2018-07-08,9,0,22.58666667
630,2018-07-09,9,0,21.62652778
631,2018-07-10,9,0,20.84388889
632,2018-07-11,9,0,22.34069444
633,2018-07-12,9,0,23.71472222
634,2018-07-13,9,0,23.113125
635,2018-07-14,9,0,22.41291667
636,2018-07-15,9,0,23.90298611
637,2018-07-16,9,0,24.55798611
638,2018-07-17,9,0,25.48180556
639,2018-07-18,9,0,25.26930556
640,2018-07-19,9,0,22.90076389
641,2018-07-20,9,0,22.93388889
642,2018-07-21,9,0,22.77493056
643,2018-07-22,9,0,23.724375
644,2018-07-23,9,0,25.19763889
645,2018-07-24,9,0,25.75090278
646,2018-07-25,9,0,26.16868056
647,2018-07-26,9,0,26.21361111
648,2018-07-27,9,0,26.20076389
649,2018-07-28,9,0,25.95951389
650,2018-07-29,9,0,26.16125
651,2018-07-30,9,0,26.90159722
652,2018-07-31,9,0,26.30493056
653,2018-08-01,9,0,23.858125
654,2018-08-02,9,0,23.05972222
655,2018-08-03,9,0,23.12118056
656,2018-08-04,9,0,23.54138889
657,2018-08-05,9,0,24.47916667
658,2018-05-25,10,100,24.35180328
659,2018-05-26,10,100,21.47930556
660,2018-05-27,10,100,22.46826389
661,2018-05-28,10,100,23.47013889
662,2018-05-29,10,100,21.12618056
663,2018-05-30,10,100,19.944375
664,2018-05-31,10,100,20.67055556
665,2018-06-01,10,100,19.13673611
666,2018-06-02,10,100,20.42861111
667,2018-06-03,10,100,20.44659722
668,2018-06-04,10,100,21.13159722
669,2018-06-05,10,100,19.74847222
670,2018-06-06,10,100,20.08819444
671,2018-06-07,10,100,19.33013889
672,2018-06-08,10,100,17.67916667
673,2018-06-09,10,100,19.37270833
674,2018-06-10,10,100,20.50444444
675,2018-06-11,10,100,21.05076389
676,2018-06-12,10,100,19.53868056
677,2018-06-13,10,100,18.8275
678,2018-06-14,10,100,20.88763889
679,2018-06-15,10,100,22.31
680,2018-06-16,10,100,22.44104167
681,2018-06-17,10,100,23.6625
682,2018-06-18,10,100,25.52881944
683,2018-06-19,10,100,26.62131944
684,2018-06-20,10,100,27.01159722
685,2018-06-21,10,100,25.28034722
686,2018-06-22,10,100,23.09784722
687,2018-06-23,10,100,23.69006944
688,2018-06-24,10,100,22.80131944
689,2018-06-25,10,100,21.99
690,2018-06-26,10,100,23.09944444
691,2018-06-27,10,100,23.54201389
692,2018-06-28,10,100,22.11402778
693,2018-06-29,10,100,20.72236111
694,2018-06-30,10,100,20.09486111
695,2018-07-01,10,100,22.12951389
696,2018-07-02,10,100,21.25159722
697,2018-07-03,10,100,22.71875
698,2018-07-04,10,100,23.78229167
699,2018-07-05,10,100,25.30722222
700,2018-07-06,10,100,24.43833333
701,2018-07-07,10,100,23.72763889
702,2018-07-08,10,100,23.38020833
703,2018-07-09,10,100,22.58576389
704,2018-07-10,10,100,21.94236111
705,2018-07-11,10,100,23.33590278
706,2018-07-12,10,100,24.53465278
707,2018-07-13,10,100,23.68638889
708,2018-07-14,10,100,22.77736111
709,2018-07-15,10,100,24.56326389
710,2018-07-16,10,100,25.19083333
711,2018-07-17,10,100,26.36756944
712,2018-07-18,10,100,26.11180556
713,2018-07-19,10,100,23.72604167
714,2018-07-20,10,100,23.64319444
715,2018-07-21,10,100,23.55041667
716,2018-07-22,10,100,24.69680556
717,2018-07-23,10,100,26.27569444
718,2018-07-24,10,100,26.93298611
719,2018-07-25,10,100,27.34097222
720,2018-07-26,10,100,27.11604167
721,2018-07-27,10,100,27.29194444
722,2018-07-28,10,100,27.02444444
723,2018-07-29,10,100,27.32409722
724,2018-07-30,10,100,28.16680556
725,2018-07-31,10,100,27.45854167
726,2018-08-01,10,100,24.87083333
727,2018-08-02,10,100,24.06284722
728,2018-08-03,10,100,23.97527778
729,2018-08-04,10,100,24.50965278
730,2018-08-05,10,100,25.60083333
731,2018-05-25,11,300,25.28262295
732,2018-05-26,11,300,22.84236111
733,2018-05-27,11,300,24.34972222
734,2018-05-28,11,300,25.79354167
735,2018-05-29,11,300,22.87673611
736,2018-05-30,11,300,21.71583333
737,2018-05-31,11,300,22.80569444
738,2018-06-01,11,300,21.28729167
739,2018-06-02,11,300,22.688125
